Id,SalePrice
1461,111991.357296
1462,156269.691474
1463,183969.762799
1464,196182.23588
1465,204707.263058
1466,172826.171478
1467,174286.359947
1468,166001.374851
1469,191865.864345
1470,123545.426282
1471,177943.810171
1472,94209.9323243
1473,95236.150637
1474,137974.276901
1475,101573.393611
1476,385825.847792
1477,256044.402805
1478,318706.653408
1479,296116.390163
1480,452510.788644
1481,341775.361713
1482,228243.426379
1483,173540.82853
1484,167092.637694
1485,179697.721999
1486,192156.355099
1487,327540.354747
1488,212622.976728
1489,189061.188414
1490,229829.036993
1491,188006.188724
1492,91816.1582163
1493,188029.229043
1494,304269.018881
1495,310055.283743
1496,224830.775407
1497,185442.216321
1498,168835.179664
1499,156652.040705
1500,158489.794444
1501,170980.832023
1502,149686.570271
1503,256811.693182
1504,253622.88527
1505,224325.028266
1506,198837.832286
1507,239267.477553
1508,220751.489393
1509,163594.894955
1510,154931.140843
1511,146545.295517
1512,174916.461461
1513,147219.682155
1514,162965.778414
1515,192037.805535
1516,163314.871355
1517,164102.421782
1518,136730.510258
1519,193356.734497
1520,134622.735634
1521,135713.628661
1522,186809.25413
1523,117274.583737
1524,126975.317012
1525,121404.448324
1526,131797.436342
1527,100993.516017
1528,127887.930158
1529,146699.176623
1530,175318.925217
1531,133113.521288
1532,96531.8356212
1533,146008.168285
1534,118502.289614
1535,143100.264088
1536,119292.248179
1537,70398.1557809
1538,147747.443276
1539,175976.831904
1540,110883.271811
1541,156056.867114
1542,132722.016794
1543,164815.971911
1544,79930.1750592
1545,120964.380296
1546,143218.043321
1547,127284.156197
1548,130106.40987
1549,108284.575244
1550,146673.221316
1551,118493.463818
1552,143016.367926
1553,132909.764991
1554,119272.900523
1555,171777.440856
1556,98654.2743524
1557,98552.0278232
1558,104597.380224
1559,70087.6893566
1560,146009.718826
1561,120774.148179
1562,130601.125967
1563,123947.516667
1564,156246.808694
1565,152666.534006
1566,237788.31266
1567,70969.8580581
1568,239345.340727
1569,142167.082558
1570,132378.082882
1571,122278.574159
1572,139629.395874
1573,244199.46767
1574,121579.698716
1575,216267.646453
1576,233217.301355
1577,187974.8955
1578,146446.162872
1579,145684.978388
1580,208337.718114
1581,159438.480778
1582,133388.552283
1583,301249.128182
1584,219478.467712
1585,140213.217089
1586,59211.791927
1587,100230.280633
1588,140036.632022
1589,109035.000989
1590,132685.152971
1591,101066.073606
1592,115191.228368
1593,127810.675671
1594,149045.112129
1595,113551.815414
1596,227155.670707
1597,185104.175051
1598,213025.567324
1599,162434.560109
1600,168944.281366
1601,73217.3239325
1602,121960.225627
1603,64891.3207894
1604,247591.930449
1605,257028.052353
1606,163418.162681
1607,171613.211483
1608,229547.91058
1609,181460.290712
1610,144467.45474
1611,155188.294817
1612,171249.319528
1613,163183.262366
1614,116860.248648
1615,89198.4708085
1616,77403.8729084
1617,94431.4567154
1618,116385.834519
1619,129337.294294
1620,161825.949366
1621,136241.675627
1622,143478.273519
1623,266034.015114
1624,216485.244993
1625,119802.756233
1626,179226.677591
1627,189749.425973
1628,268062.724048
1629,172251.680297
1630,336624.450368
1631,257565.205698
1632,255528.954313
1633,160989.474957
1634,192035.706013
1635,181874.982564
1636,156984.731018
1637,199574.722739
1638,193243.827084
1639,185256.519393
1640,225357.315787
1641,179813.358829
1642,237668.310511
1643,233956.673881
1644,232161.52636
1645,183460.104802
1646,168418.317022
1647,168685.701149
1648,134870.106169
1649,138961.708746
1650,116224.596263
1651,117903.196162
1652,100600.404551
1653,100731.081424
1654,148033.033093
1655,135864.323527
1656,139855.403559
1657,152920.622191
1658,148715.041657
1659,110478.60337
1660,153103.6618
1661,444144.021122
1662,413991.696604
1663,376429.938273
1664,513889.866425
1665,311172.286894
1666,324151.568555
1667,383354.361563
1668,348509.308037
1669,337648.102221
1670,335925.116164
1671,250660.26277
1672,422781.737402
1673,302519.705899
1674,242525.628442
1675,192069.633147
1676,192055.553491
1677,220744.730813
1678,483203.286779
1679,367636.398468
1680,330937.324577
1681,246736.410709
1682,314571.455695
1683,184796.113647
1684,181622.889168
1685,174132.821026
1686,179852.352954
1687,161496.584638
1688,188057.100465
1689,193979.233992
1690,201354.016229
1691,189206.760799
1692,263187.648448
1693,159975.531197
1694,188581.090723
1695,162505.54998
1696,256324.202566
1697,157573.925478
1698,340321.332242
1699,308155.683926
1700,254170.227349
1701,290030.114252
1702,241107.335835
1703,249075.647234
1704,276848.147355
1705,244999.575629
1706,393606.822037
1707,205765.078873
1708,189415.210073
1709,287841.674616
1710,233975.683938
1711,292881.923148
1712,258492.606312
1713,251886.261963
1714,207726.482967
1715,211731.60833
1716,165901.779502
1717,173995.280943
1718,131265.959832
1719,191616.35177
1720,220811.088345
1721,152159.237325
1722,124453.547117
1723,152085.156736
1724,196318.933856
1725,228727.155109
1726,175817.07735
1727,149738.082703
1728,178840.318775
1729,157099.638726
1730,153313.357729
1731,131530.731104
1732,124191.711828
1733,113856.586441
1734,127730.081115
1735,118599.243925
1736,114676.303113
1737,289021.812693
1738,235512.87937
1739,244523.389716
1740,222463.206779
