Id,SalePrice
1461,112952.70493
1462,153727.628583
1463,184993.49944
1464,191407.536368
1465,194771.454718
1466,172331.650764
1467,171887.00518
1468,165954.857802
1469,189346.172909
1470,124452.018052
1471,174559.713152
1472,94307.6920801
1473,96736.478331
1474,142418.018387
1475,108851.439782
1476,375303.690414
1477,247381.463835
1478,307878.277482
1479,294300.246068
1480,504537.648056
1481,347241.644938
1482,223090.464736
1483,172680.284251
1484,163427.509972
1485,186028.198576
1486,189518.203547
1487,321498.989729
1488,234269.100354
1489,190547.960753
1490,237664.642075
1491,189897.660424
1492,85625.7851914
1493,187256.195578
1494,290092.483918
1495,293355.470525
1496,231472.424439
1497,175705.170241
1498,168144.485287
1499,155296.256483
1500,162790.037483
1501,173791.464271
1502,157374.028698
1503,302359.846309
1504,243968.243161
1505,228576.214138
1506,197998.616108
1507,255580.789357
1508,214162.548715
1509,167375.69743
1510,153855.606441
1511,146240.849139
1512,170309.706638
1513,143578.730917
1514,160347.728
1515,189245.814265
1516,154847.196766
1517,157024.622858
1518,139836.594937
1519,202697.848594
1520,134444.673986
1521,131997.672998
1522,175467.863872
1523,117203.129892
1524,126659.512866
1525,119637.863303
1526,131260.251637
1527,99984.2379536
1528,124461.679728
1529,145171.361768
1530,166836.586946
1531,138901.87282
1532,96811.6470581
1533,143251.041744
1534,122543.703343
1535,141795.446873
1536,119868.639141
1537,79008.1394128
1538,137503.366448
1539,166842.37585
1540,98760.524754
1541,147903.561648
1542,128898.969792
1543,167439.279559
1544,76624.9821742
1545,119593.891989
1546,143295.36839
1547,128105.983739
1548,128131.085624
1549,110583.768057
1550,146404.845492
1551,114330.727626
1552,149230.465455
1553,135113.017491
1554,120967.267273
1555,173254.590225
1556,98176.3357019
1557,97025.5070098
1558,105236.86632
1559,81250.4433162
1560,135197.285059
1561,127612.444738
1562,128552.807532
1563,127170.78942
1564,155845.294093
1565,152849.1425
1566,240853.706076
1567,68490.6050663
1568,240073.025806
1569,141312.488224
1570,135819.754104
1571,122587.878823
1572,139616.007539
1573,215773.431156
1574,116491.554488
1575,211098.653705
1576,232034.980188
1577,183863.174208
1578,144357.400225
1579,143873.621412
1580,201817.43374
1581,158536.8073
1582,135559.83128
1583,311365.714994
1584,222672.91392
1585,140570.676471
1586,69453.9707302
1587,107280.749895
1588,143231.852937
1589,107441.493262
1590,134783.234147
1591,102233.038137
1592,110385.421273
1593,123935.042422
1594,127055.938747
1595,116859.384363
1596,241884.763566
1597,185431.577326
1598,195387.078295
1599,154328.878947
1600,159040.114956
1601,86098.114404
1602,114194.279923
1603,76968.0758517
1604,254372.845261
1605,244037.339176
1606,164051.252566
1607,180839.848386
1608,223544.985973
1609,184684.679389
1610,154970.562808
1611,153796.580279
1612,177012.957558
1613,164736.20301
1614,125686.402076
1615,91972.392101
1616,77977.0771917
1617,92420.3509438
1618,119459.179704
1619,138837.110773
1620,158536.517841
1621,139377.133901
1622,142052.378113
1623,250783.494048
1624,219238.782786
1625,121804.624073
1626,172419.699728
1627,186228.080344
1628,278843.991828
1629,170769.206717
1630,360867.470611
1631,242284.791792
1632,243310.189417
1633,164565.196217
1634,186718.297238
1635,179165.282466
1636,157572.717862
1637,204884.803491
1638,193925.740061
1639,180814.754955
1640,242949.251601
1641,176989.189581
1642,234956.124332
1643,225290.377577
1644,227396.411497
1645,183816.308673
1646,164913.981718
1647,169094.392706
1648,135955.425414
1649,141608.492249
1650,121072.650035
1651,119910.856911
1652,101873.312351
1653,101791.177139
1654,147150.471908
1655,140126.577751
1656,143171.22106
1657,152316.000385
1658,148507.03737
1659,115715.760273
1660,152976.396352
1661,477015.751105
1662,413383.318765
1663,384915.058129
1664,482212.75053
1665,297633.928011
1666,312432.623818
1667,398914.705226
1668,334043.475862
1669,318544.162839
1670,338890.418095
1671,253772.059896
1672,461792.64725
1673,299265.728335
1674,236587.590753
1675,192330.333335
1676,195503.101564
1677,216784.602011
1678,486192.124453
1679,403193.513568
1680,336775.851559
1681,234099.283005
1682,302157.312094
1683,179989.670653
1684,178757.846673
1685,172581.79701
1686,176251.490122
1687,168133.667954
1688,189212.006805
1689,190534.316694
1690,194588.525389
1691,185654.244462
1692,274528.506493
1693,166921.561856
1694,185975.835343
1695,165413.556177
1696,259824.655349
1697,160061.593327
1698,340321.944153
1699,308212.234507
1700,239343.959721
1701,270219.736197
1702,240436.52673
1703,257993.286993
1704,273213.156647
1705,239718.099295
1706,411911.205623
1707,215399.308199
1708,194184.074854
1709,266267.63453
1710,227553.691996
1711,283981.318562
1712,262205.634978
1713,259936.31895
1714,213401.957326
1715,214029.054764
1716,170051.336552
1717,175404.217022
1718,136346.573786
1719,191622.981647
1720,221491.426513
1721,155501.538656
1722,129573.099802
1723,158808.871764
1724,200297.948366
1725,232535.710798
1726,179172.738539
1727,153627.77015
1728,179071.008884
1729,160790.86066
1730,138307.860853
1731,132437.49324
1732,130164.04999
1733,115393.920976
1734,127701.870443
1735,125739.39905
1736,119725.469938
1737,289861.377355
1738,219278.980998
1739,260432.657611
1740,229920.009094
1741,189174.52149
1742,171201.562771
1743,177242.362577
1744,265687.582449
1745,214801.904955
1746,196534.986974
1747,206578.445506
1748,200482.335845
1749,162356.289175
1750,140741.344594
1751,232531.991899
1752,124366.88572
1753,148705.829494
1754,215925.196978
1755,188892.231967
1756,126482.964494
1757,117715.022878
1758,153242.526983
1759,169309.885016
1760,159669.107527
1761,157999.982093
1762,176925.282141
1763,175520.011554
1764,128989.743928
1765,163827.294852
1766,180933.757719
1767,200917.784185
1768,139869.65772
1769,174706.214563
1770,140051.397691
1771,134270.282343
1772,143190.256415
1773,138928.295568
1774,155577.56599
1775,136502.336622
1776,123339.979018
1777,109236.345673
1778,132736.699287
1779,113797.048981
1780,177735.237545
1781,132407.837844
1782,102158.610436
1783,144837.879692
1784,99491.4594621
1785,107548.764339
1786,174527.50166
1787,144646.533498
1788,74127.1350764
1789,90443.3537413
1790,96990.4623287
1791,195257.651281
1792,149336.599462
1793,124197.196562
1794,142848.148091
1795,132960.872311
1796,122775.147466
1797,109757.594776
1798,120358.034849
1799,114703.781989
1800,128911.797279
1801,121914.194974
1802,122878.462022
1803,150664.079709
1804,132268.984593
1805,138699.659757
1806,118415.760988
1807,142138.873438
1808,122430.95757
1809,114611.067752
1810,148200.305822
1811,98034.4713974
1812,99402.8591914
1813,122374.732622
1814,95775.2450155
1815,60361.0692142
1816,95510.5988624
1817,106252.648609
1818,142534.987908
1819,126954.384218
1820,64388.9375991
1821,124826.982562
1822,147310.778453
1823,48210.130649
1824,114713.866069
1825,123715.324475
1826,111418.191127
1827,102289.121376
1828,136070.733898
1829,123273.558658
1830,155107.552864
1831,146215.904777
1832,92791.6449773
1833,146727.387503
1834,115265.691472
1835,117162.379788
1836,130653.238577
1837,97834.1234489
1838,137138.376108
1839,100387.322808
1840,147257.348008
1841,147617.310619
1842,96441.6545943
1843,141225.756368
1844,140925.949159
1845,137817.539836
1846,160226.724452
1847,184867.388275
1848,66293.9831331
1849,111213.591881
1850,127634.292856
1851,158213.271362
1852,132870.172693
1853,127202.72078
1854,152662.450054
1855,159114.793556
1856,222223.187457
1857,156481.01495
1858,129722.511725
1859,117948.419286
1860,155698.201059
1861,117341.431048
1862,326729.74088
1863,302326.514299
1864,302390.936009
1865,346366.20618
1866,324198.442475
1867,229153.044903
1868,297633.136324
1869,202138.389078
1870,222086.601652
1871,266398.016245
1872,182835.611385
1873,248206.507044
1874,140819.348779
1875,222482.491634
1876,206133.507881
1877,208252.635352
1878,215086.585762
1879,134738.663764
