Id,SalePrice
1461,110187.050534
1462,155180.456767
1463,183310.633905
1464,195447.724869
1465,204129.464204
1466,171827.939588
1467,173364.449751
1468,165031.890441
1469,191145.259899
1470,122837.963346
1471,177540.891318
1472,93594.7132465
1473,94621.3515399
1474,137973.466707
1475,102141.012825
1476,381299.066582
1477,254027.28223
1478,317634.665723
1479,295229.254376
1480,450277.346813
1481,339958.260583
1482,228201.113349
1483,172530.407583
1484,167086.141981
1485,179089.325777
1486,191091.352587
1487,323925.082871
1488,211218.372013
1489,190150.119652
1490,228619.059136
1491,186978.898821
1492,91082.3903321
1493,187174.536462
1494,303338.408617
1495,309084.117776
1496,224357.923161
1497,185486.371475
1498,168015.222817
1499,156665.923174
1500,157459.590463
1501,169912.545115
1502,149275.428247
1503,253681.425767
1504,252842.443518
1505,223653.382107
1506,198177.968277
1507,238295.397697
1508,220099.038419
1509,162984.147671
1510,154396.744605
1511,146025.031602
1512,174328.335217
1513,146435.076489
1514,161357.584285
1515,190731.988917
1516,162880.928829
1517,162955.842635
1518,135860.801899
1519,192760.538648
1520,134167.612834
1521,135243.055029
1522,186037.522866
1523,116767.560804
1524,126424.203291
1525,120837.052036
1526,131796.641545
1527,100630.51913
1528,128151.253296
1529,146190.703835
1530,174433.34873
1531,132195.180949
1532,95331.6594579
1533,145390.093971
1534,118845.607149
1535,143406.837636
1536,119522.271669
1537,69828.8212825
1538,146723.194127
1539,174228.0398
1540,108619.404281
1541,155378.960224
1542,131865.713649
1543,164157.20939
1544,80090.1383047
1545,120423.948614
1546,142588.21222
1547,127603.469569
1548,128814.478191
1549,106967.583749
1550,146046.242852
1551,118724.329979
1552,142224.029675
1553,132175.667941
1554,118102.075866
1555,170652.243716
1556,98024.4321068
1557,101533.229215
1558,104120.750442
1559,68708.9487456
1560,147000.201969
1561,119538.69651
1562,129683.505182
1563,123397.328163
1564,156260.559893
1565,151991.549902
1566,234597.075168
1567,70697.6819111
1568,238518.971677
1569,139959.914767
1570,131824.256626
1571,121756.837019
1572,139139.044942
1573,241316.19304
1574,120867.062741
1575,215186.195201
1576,232372.128869
1577,186969.11724
1578,145452.378478
1579,144969.990359
1580,207644.920729
1581,158729.590257
1582,132779.245481
1583,300304.420248
1584,219408.751439
1585,139207.627491
1586,59334.951921
1587,98656.9203263
1588,139581.42347
1589,108299.334824
1590,132177.801808
1591,100720.705115
1592,115465.23178
1593,127244.354626
1594,147697.861223
1595,113165.697105
1596,225626.870253
1597,185335.785553
1598,210033.460691
1599,161019.777123
1600,167567.955374
1601,72869.9578273
1602,121419.444377
1603,64376.5322577
1604,245018.035453
1605,253190.904082
1606,162770.778426
1607,173865.447864
1608,228809.480255
1609,182517.190109
1610,143597.661149
1611,154540.767744
1612,170349.722777
1613,162367.516338
1614,115896.50385
1615,88348.8961828
1616,77155.8290977
1617,94426.1417345
1618,115870.034278
1619,128761.3059
1620,163862.460625
1621,135620.527898
1622,142974.045809
1623,262215.657255
1624,215791.58765
1625,119242.879692
1626,178638.920818
1627,189064.346529
1628,267181.623679
1629,171681.675619
1630,335890.198904
1631,254849.725623
1632,254803.019861
1633,160453.975672
1634,191360.703619
1635,181213.691048
1636,156201.966053
1637,197619.154501
1638,192234.230103
1639,184678.484314
1640,224668.279496
1641,179214.034768
1642,236946.66686
1643,232727.088587
1644,230923.449789
1645,182961.598381
1646,167870.221293
1647,167994.302935
1648,135636.652192
1649,137989.056494
1650,115715.988038
1651,117377.161229
1652,99949.5500609
1653,100079.299492
1654,146794.246001
1655,134737.279346
1656,138707.068694
1657,151686.513062
1658,147439.962308
1659,110460.796015
1660,152917.256005
1661,441789.035728
1662,412544.299707
1663,375322.666398
1664,511428.626213
1665,309213.865475
1666,322472.855732
1667,382172.055594
1668,347480.780356
1669,335890.537814
1670,334176.484469
1671,249846.040515
1672,420618.351363
1673,301774.802655
1674,241010.251607
1675,192018.754793
1676,192110.933938
1677,220634.850647
1678,480814.663528
1679,365796.826591
1680,330752.769035
1681,245540.544394
1682,312998.942856
1683,183923.76395
1684,180605.721077
1685,173159.345221
1686,179874.867641
1687,160631.553561
1688,187014.013313
1689,192924.302224
1690,200650.973531
1691,188556.109423
1692,262312.945087
1693,159432.784486
1694,187945.595996
1695,161635.60353
1696,255530.151733
1697,156709.261716
1698,338691.427154
1699,307267.807108
1700,253347.949156
1701,289160.411581
1702,239616.981344
1703,247483.621999
1704,276047.022111
1705,244275.173887
1706,391733.558774
1707,204629.001706
1708,188419.514404
1709,286022.555013
1710,232803.984607
1711,291895.934907
1712,257104.810118
1713,251124.470219
1714,206650.152491
1715,211027.758951
1716,164995.149923
1717,173427.696281
1718,131625.137895
1719,190544.253609
1720,220122.653297
1721,151390.223261
1722,122897.58769
1723,151007.489884
1724,194822.165541
1725,228040.245963
1726,175192.267527
1727,149710.782331
1728,178220.081104
1729,156514.711886
1730,153453.135779
1731,130952.672758
1732,122200.58731
1733,113350.88118
1734,127175.689421
1735,118192.501158
1736,112852.45864
1737,287613.929846
1738,234333.312955
1739,245939.284391
1740,222503.882407
1741,192607.601281
1742,170343.233606
1743,179667.616861
1744,262194.41008
1745,215160.902706
1746,202325.911575
1747,205223.696216
1748,196597.680577
1749,158656.688265
1750,139980.096581
1751,225550.290311
1752,120959.761268
1753,153036.480314
1754,211792.499975
1755,190955.936833
1756,120929.485814
1757,114809.124118
1758,153160.673607
1759,173705.562582
1760,164846.335245
1761,165440.64079
1762,176362.378234
